Show,EpId,ClipId,is_stutter,stutter_ratio,annotation_confidence
HeStutters,1,65,1,1.0,0.0
HeStutters,1,66,0,0.3333333333333333,0.6666666666666666
HeStutters,1,67,1,1.0,0.0
HeStutters,1,68,0,0.3333333333333333,0.6666666666666666
HeStutters,1,69,1,0.5,1.0
HeStutters,1,70,1,1.0,0.0
HeStutters,1,71,1,1.0,0.0
HeStutters,1,72,1,1.0,0.0
HeStutters,1,73,1,0.6666666666666666,0.6666666666666667
HeStutters,1,74,1,1.0,0.0
HeStutters,1,75,1,1.0,0.0
HeStutters,1,76,0,0.3333333333333333,0.6666666666666666
HeStutters,1,77,1,1.0,0.0
HeStutters,1,78,0,0.3333333333333333,0.6666666666666666
HeStutters,1,79,0,0.3333333333333333,0.6666666666666666
HeStutters,1,80,1,1.0,0.0
HeStutters,1,81,1,1.0,0.0
HeStutters,1,82,1,1.0,0.0
HeStutters,1,83,0,0.3333333333333333,0.6666666666666666
HeStutters,1,85,1,1.0,0.0
HeStutters,1,86,1,0.6666666666666666,0.6666666666666667
HeStutters,1,87,1,0.6666666666666666,0.6666666666666667
HeStutters,1,88,1,0.6666666666666666,0.6666666666666667
HeStutters,1,89,0,0.3333333333333333,0.6666666666666666
HeStutters,1,91,1,1.0,0.0
HeStutters,1,92,1,0.6666666666666666,0.6666666666666667
HeStutters,1,93,0,0.0,0.0
HeStutters,1,94,0,0.0,0.0
HeStutters,1,95,0,0.0,0.0
HeStutters,1,96,1,1.0,0.0
HeStutters,1,97,0,0.3333333333333333,0.6666666666666666
HeStutters,1,98,1,1.0,0.0
HeStutters,1,99,0,0.3333333333333333,0.6666666666666666
HeStutters,1,100,1,1.0,0.0
HeStutters,1,101,1,1.0,0.0
HeStutters,1,102,1,0.6666666666666666,0.6666666666666667
HeStutters,1,103,0,0.0,0.0
HeStutters,1,104,1,1.0,0.0
HeStutters,1,105,1,0.6666666666666666,0.6666666666666667
HeStutters,1,106,1,1.0,0.0
HeStutters,1,107,0,0.0,0.0
HeStutters,1,108,1,0.6666666666666666,0.6666666666666667
HeStutters,1,109,1,0.6666666666666666,0.6666666666666667
HeStutters,1,110,0,0.0,0.0
HeStutters,1,111,0,0.3333333333333333,0.6666666666666666
HeStutters,1,112,1,1.0,0.0
HeStutters,1,113,0,0.3333333333333333,0.6666666666666666
HeStutters,1,114,0,0.3333333333333333,0.6666666666666666
HeStutters,1,115,1,1.0,0.0
HeStutters,1,116,1,1.0,0.0
HeStutters,1,117,0,0.3333333333333333,0.6666666666666666
HeStutters,1,118,1,0.6666666666666666,0.6666666666666667
HeStutters,1,119,0,0.3333333333333333,0.6666666666666666
HeStutters,1,120,1,1.0,0.0
HeStutters,1,121,0,0.0,0.0
HeStutters,1,122,0,0.3333333333333333,0.6666666666666666
HeStutters,1,123,1,0.5,1.0
HeStutters,1,124,0,0.3333333333333333,0.6666666666666666
HeStutters,1,125,1,1.0,0.0
HeStutters,1,126,0,0.0,0.0
HeStutters,1,127,1,1.0,0.0
HeStutters,1,128,1,0.6666666666666666,0.6666666666666667
HeStutters,1,129,1,1.0,0.0
HeStutters,1,130,1,0.5,1.0
HeStutters,1,131,0,0.0,0.0
HeStutters,1,132,1,0.6666666666666666,0.6666666666666667
HeStutters,1,133,1,1.0,0.0
HeStutters,1,134,1,0.5,1.0
HeStutters,1,135,1,0.75,0.5
HeStutters,1,136,1,0.5,1.0
HeStutters,1,137,1,1.0,0.0
HeStutters,1,138,1,0.6666666666666666,0.6666666666666667
HeStutters,1,139,0,0.3333333333333333,0.6666666666666666
HeStutters,1,140,1,0.5,1.0
HeStutters,1,141,0,0.3333333333333333,0.6666666666666666
HeStutters,1,142,1,0.6666666666666666,0.6666666666666667
HeStutters,1,143,0,0.3333333333333333,0.6666666666666666
HeStutters,1,144,1,1.0,0.0
HeStutters,1,145,1,0.6666666666666666,0.6666666666666667
HeStutters,1,146,1,1.0,0.0
HeStutters,1,147,1,0.8,0.3999999999999999
HeStutters,1,148,1,1.0,0.0
HeStutters,1,149,0,0.3333333333333333,0.6666666666666666
HeStutters,1,150,1,0.6666666666666666,0.6666666666666667
HeStutters,1,151,0,0.3333333333333333,0.6666666666666666
HeStutters,1,152,0,0.0,0.0
HeStutters,1,153,0,0.3333333333333333,0.6666666666666666
HeStutters,1,154,1,0.75,0.5
HeStutters,1,155,1,1.0,0.0
HeStutters,1,156,1,1.0,0.0
HeStutters,1,157,1,1.0,0.0
HeStutters,1,158,1,1.0,0.0
HeStutters,1,159,1,1.0,0.0
HeStutters,1,160,1,0.8333333333333334,0.33333333333333326
HeStutters,1,161,1,1.0,0.0
HeStutters,1,162,0,0.3333333333333333,0.6666666666666666
HeStutters,1,163,1,1.0,0.0
HeStutters,1,164,1,1.0,0.0
HeStutters,1,165,0,0.3333333333333333,0.6666666666666666
HeStutters,1,166,1,0.5,1.0
HeStutters,1,167,1,1.0,0.0
HeStutters,1,168,1,0.6666666666666666,0.6666666666666667
HeStutters,1,169,1,1.0,0.0
HeStutters,1,170,1,1.0,0.0
HeStutters,1,171,0,0.3333333333333333,0.6666666666666666
HeStutters,1,172,1,1.0,0.0
HeStutters,1,173,1,0.6666666666666666,0.6666666666666667
HeStutters,1,174,0,0.3333333333333333,0.6666666666666666
HeStutters,1,175,1,1.0,0.0
HeStutters,1,176,0,0.3333333333333333,0.6666666666666666
HeStutters,1,177,1,0.6666666666666666,0.6666666666666667
HeStutters,1,178,0,0.0,0.0
HeStutters,1,179,1,0.6666666666666666,0.6666666666666667
HeStutters,1,180,1,0.6666666666666666,0.6666666666666667
HeStutters,1,181,1,0.6666666666666666,0.6666666666666667
HeStutters,1,182,1,0.75,0.5
HeStutters,1,183,1,1.0,0.0
HeStutters,1,184,1,0.6666666666666666,0.6666666666666667
HeStutters,1,185,0,0.3333333333333333,0.6666666666666666
HeStutters,1,186,1,1.0,0.0
HeStutters,1,187,0,0.3333333333333333,0.6666666666666666
HeStutters,1,188,1,1.0,0.0
HeStutters,1,189,1,0.6666666666666666,0.6666666666666667
HeStutters,1,190,0,0.0,0.0
HeStutters,1,191,1,0.6666666666666666,0.6666666666666667
HeStutters,1,192,0,0.0,0.0
HeStutters,1,193,1,0.6666666666666666,0.6666666666666667
HeStutters,1,194,1,1.0,0.0
HeStutters,1,195,0,0.0,0.0
HeStutters,1,196,1,0.6666666666666666,0.6666666666666667
HeStutters,1,197,1,0.5,1.0
HeStutters,1,198,0,0.0,0.0
HeStutters,1,199,0,0.0,0.0
HeStutters,1,200,1,0.6666666666666666,0.6666666666666667
HeStutters,1,201,1,1.0,0.0
HeStutters,1,202,1,0.8,0.3999999999999999
HeStutters,1,204,1,1.0,0.0
HeStutters,1,205,1,1.0,0.0
HeStutters,1,206,1,0.6666666666666666,0.6666666666666667
HeStutters,1,207,1,1.0,0.0
HeStutters,1,208,0,0.3333333333333333,0.6666666666666666
HeStutters,1,209,1,1.0,0.0
HeStutters,1,210,1,1.0,0.0
HeStutters,1,211,1,1.0,0.0
HeStutters,1,212,1,0.75,0.5
HeStutters,1,213,0,0.3333333333333333,0.6666666666666666
HeStutters,1,215,0,0.3333333333333333,0.6666666666666666
HeStutters,1,216,0,0.0,0.0
HeStutters,1,217,1,1.0,0.0
HeStutters,1,218,0,0.3333333333333333,0.6666666666666666
HeStutters,1,219,1,0.6666666666666666,0.6666666666666667
HeStutters,1,220,1,0.6666666666666666,0.6666666666666667
HeStutters,1,221,1,0.6666666666666666,0.6666666666666667
HeStutters,1,222,1,1.0,0.0
HeStutters,1,223,0,0.3333333333333333,0.6666666666666666
HeStutters,1,224,1,0.6666666666666666,0.6666666666666667
HeStutters,1,225,1,0.6666666666666666,0.6666666666666667
HeStutters,1,226,1,0.6666666666666666,0.6666666666666667
HeStutters,1,227,1,1.0,0.0
HeStutters,1,228,0,0.0,0.0
HeStutters,1,229,1,1.0,0.0
HeStutters,1,230,1,0.6666666666666666,0.6666666666666667
HeStutters,1,231,0,0.3333333333333333,0.6666666666666666
HeStutters,1,232,1,0.6666666666666666,0.6666666666666667
HeStutters,1,233,0,0.3333333333333333,0.6666666666666666
HeStutters,1,234,1,1.0,0.0
HeStutters,1,235,0,0.3333333333333333,0.6666666666666666
HeStutters,1,236,1,1.0,0.0
HeStutters,1,237,0,0.3333333333333333,0.6666666666666666
HeStutters,1,238,1,0.75,0.5
HeStutters,1,239,1,0.6666666666666666,0.6666666666666667
HeStutters,1,240,0,0.3333333333333333,0.6666666666666666
HeStutters,1,241,1,1.0,0.0
HeStutters,1,242,1,0.5,1.0
HeStutters,1,243,0,0.0,0.0
HeStutters,1,244,1,1.0,0.0
HeStutters,1,245,1,0.75,0.5
HeStutters,1,246,1,1.0,0.0
HeStutters,1,247,1,0.75,0.5
HeStutters,1,248,1,0.75,0.5
HeStutters,1,249,1,1.0,0.0
HeStutters,1,250,1,0.8,0.3999999999999999
HeStutters,1,251,0,0.0,0.0
HeStutters,1,252,1,1.0,0.0
HeStutters,1,253,1,1.0,0.0
HeStutters,1,254,1,1.0,0.0
HeStutters,1,255,1,0.75,0.5
HeStutters,1,256,0,0.0,0.0
HeStutters,1,257,1,1.0,0.0
HeStutters,1,258,1,1.0,0.0
HeStutters,1,259,0,0.3333333333333333,0.6666666666666666
HeStutters,1,260,1,1.0,0.0
HeStutters,1,261,0,0.3333333333333333,0.6666666666666666
HeStutters,1,262,1,1.0,0.0
HeStutters,1,263,1,1.0,0.0
HeStutters,1,264,1,0.6666666666666666,0.6666666666666667
HeStutters,1,265,0,0.3333333333333333,0.6666666666666666
HeStutters,1,266,0,0.3333333333333333,0.6666666666666666
HeStutters,1,267,1,1.0,0.0
HeStutters,1,268,1,1.0,0.0
HeStutters,1,269,1,1.0,0.0
HeStutters,1,270,1,1.0,0.0
HeStutters,1,271,1,0.5,1.0
HeStutters,1,272,0,0.3333333333333333,0.6666666666666666
HeStutters,2,0,0,0.3333333333333333,0.6666666666666666
HeStutters,2,1,0,0.0,0.0
HeStutters,2,2,1,0.6666666666666666,0.6666666666666667
HeStutters,2,3,1,1.0,0.0
HeStutters,2,4,1,1.0,0.0
HeStutters,2,5,1,0.6666666666666666,0.6666666666666667
HeStutters,2,6,0,0.3333333333333333,0.6666666666666666
HeStutters,2,7,0,0.3333333333333333,0.6666666666666666
HeStutters,2,8,1,1.0,0.0
HeStutters,2,9,1,0.6666666666666666,0.6666666666666667
HeStutters,2,10,0,0.3333333333333333,0.6666666666666666
HeStutters,2,11,0,0.3333333333333333,0.6666666666666666
HeStutters,2,12,1,0.75,0.5
HeStutters,2,13,1,1.0,0.0
HeStutters,2,14,0,0.0,0.0
HeStutters,2,15,0,0.3333333333333333,0.6666666666666666
HeStutters,2,16,1,0.75,0.5
HeStutters,2,17,1,0.6666666666666666,0.6666666666666667
HeStutters,2,18,0,0.3333333333333333,0.6666666666666666
HeStutters,2,19,0,0.3333333333333333,0.6666666666666666
HeStutters,2,20,0,0.3333333333333333,0.6666666666666666
HeStutters,2,21,0,0.3333333333333333,0.6666666666666666
HeStutters,2,22,0,0.3333333333333333,0.6666666666666666
HeStutters,2,23,0,0.3333333333333333,0.6666666666666666
HeStutters,2,24,1,0.6666666666666666,0.6666666666666667
HeStutters,2,25,1,0.6666666666666666,0.6666666666666667
HeStutters,2,26,0,0.3333333333333333,0.6666666666666666
HeStutters,2,27,0,0.3333333333333333,0.6666666666666666
HeStutters,2,28,0,0.0,0.0
HeStutters,2,29,0,0.0,0.0
HeStutters,2,30,1,0.6666666666666666,0.6666666666666667
HeStutters,2,31,0,0.0,0.0
HeStutters,2,32,0,0.0,0.0
HeStutters,2,33,0,0.0,0.0
HeStutters,2,34,0,0.3333333333333333,0.6666666666666666
HeStutters,2,35,1,1.0,0.0
HeStutters,2,36,0,0.0,0.0
HeStutters,2,37,1,0.6666666666666666,0.6666666666666667
HeStutters,2,38,1,0.6666666666666666,0.6666666666666667
HeStutters,2,39,1,1.0,0.0
HeStutters,2,40,1,0.6666666666666666,0.6666666666666667
HeStutters,2,41,0,0.0,0.0
HeStutters,2,42,0,0.3333333333333333,0.6666666666666666
HeStutters,2,43,0,0.0,0.0
HeStutters,2,44,1,0.6666666666666666,0.6666666666666667
HeStutters,2,45,0,0.0,0.0
HeStutters,2,46,0,0.0,0.0
HeStutters,2,47,0,0.0,0.0
HeStutters,2,48,0,0.3333333333333333,0.6666666666666666
HeStutters,2,49,1,0.6666666666666666,0.6666666666666667
HeStutters,2,50,1,0.5,1.0
HeStutters,2,52,0,0.0,0.0
HeStutters,2,53,0,0.3333333333333333,0.6666666666666666
HeStutters,2,54,0,0.0,0.0
HeStutters,2,55,0,0.3333333333333333,0.6666666666666666
HeStutters,2,57,1,1.0,0.0
HeStutters,2,58,0,0.3333333333333333,0.6666666666666666
HeStutters,2,59,1,1.0,0.0
HeStutters,2,60,1,1.0,0.0
HeStutters,2,61,1,0.5,1.0
HeStutters,2,62,1,0.6666666666666666,0.6666666666666667
HeStutters,2,63,0,0.3333333333333333,0.6666666666666666
HeStutters,2,64,1,0.6666666666666666,0.6666666666666667
HeStutters,2,65,0,0.0,0.0
HeStutters,2,66,1,0.6666666666666666,0.6666666666666667
HeStutters,2,67,1,0.6666666666666666,0.6666666666666667
HeStutters,2,68,1,0.6666666666666666,0.6666666666666667
HeStutters,2,69,0,0.3333333333333333,0.6666666666666666
HeStutters,2,70,1,0.75,0.5
HeStutters,2,71,1,0.75,0.5
HeStutters,2,72,1,1.0,0.0
HeStutters,2,73,1,1.0,0.0
HeStutters,2,74,0,0.0,0.0
HeStutters,2,75,1,0.6666666666666666,0.6666666666666667
HeStutters,2,76,1,0.75,0.5
HeStutters,2,77,0,0.3333333333333333,0.6666666666666666
HeStutters,2,78,0,0.3333333333333333,0.6666666666666666
HeStutters,2,79,1,0.6666666666666666,0.6666666666666667
HeStutters,2,80,0,0.3333333333333333,0.6666666666666666
HeStutters,2,81,0,0.3333333333333333,0.6666666666666666
HeStutters,2,82,0,0.0,0.0
HeStutters,2,84,0,0.3333333333333333,0.6666666666666666
HeStutters,2,85,1,1.0,0.0
HeStutters,2,86,1,0.6666666666666666,0.6666666666666667
HeStutters,2,87,1,1.0,0.0
HeStutters,2,88,0,0.0,0.0
HeStutters,2,89,1,0.6666666666666666,0.6666666666666667
HeStutters,2,90,0,0.3333333333333333,0.6666666666666666
HeStutters,2,91,1,1.0,0.0
HeStutters,2,92,1,0.6666666666666666,0.6666666666666667
HeStutters,2,93,0,0.3333333333333333,0.6666666666666666
HeStutters,2,94,0,0.3333333333333333,0.6666666666666666
HeStutters,2,95,1,0.75,0.5
HeStutters,2,96,0,0.0,0.0
HeStutters,2,97,0,0.3333333333333333,0.6666666666666666
HeStutters,2,98,1,1.0,0.0
HeStutters,2,99,0,0.3333333333333333,0.6666666666666666
HeStutters,2,100,0,0.3333333333333333,0.6666666666666666
HeStutters,2,101,1,0.6666666666666666,0.6666666666666667
HeStutters,2,102,1,1.0,0.0
HeStutters,2,103,1,1.0,0.0
HeStutters,2,104,1,1.0,0.0
HeStutters,2,105,0,0.3333333333333333,0.6666666666666666
HeStutters,2,106,0,0.3333333333333333,0.6666666666666666
HeStutters,2,107,1,1.0,0.0
HeStutters,2,108,1,1.0,0.0
HeStutters,2,109,0,0.3333333333333333,0.6666666666666666
HeStutters,2,111,0,0.3333333333333333,0.6666666666666666
HeStutters,2,112,1,0.6666666666666666,0.6666666666666667
HeStutters,2,113,1,1.0,0.0
HeStutters,2,114,0,0.0,0.0
HeStutters,2,115,1,1.0,0.0
HeStutters,2,116,1,1.0,0.0
HeStutters,2,117,1,1.0,0.0
HeStutters,2,118,0,0.0,0.0
HeStutters,2,119,1,0.75,0.5
HeStutters,2,120,1,0.6666666666666666,0.6666666666666667
HeStutters,2,121,0,0.3333333333333333,0.6666666666666666
HeStutters,2,122,0,0.0,0.0
HeStutters,2,123,1,0.6666666666666666,0.6666666666666667
HeStutters,2,124,1,1.0,0.0
HeStutters,2,125,1,1.0,0.0
HeStutters,2,126,1,1.0,0.0
HeStutters,2,127,0,0.0,0.0
HeStutters,2,128,1,1.0,0.0
HeStutters,2,129,1,1.0,0.0
HeStutters,2,130,1,1.0,0.0
HeStutters,2,131,0,0.0,0.0
HeStutters,2,132,0,0.0,0.0
HeStutters,2,133,0,0.0,0.0
HeStutters,2,134,0,0.3333333333333333,0.6666666666666666
HeStutters,2,135,0,0.0,0.0
HeStutters,2,136,0,0.3333333333333333,0.6666666666666666
HeStutters,2,137,0,0.3333333333333333,0.6666666666666666
HeStutters,2,138,0,0.3333333333333333,0.6666666666666666
HeStutters,2,139,1,1.0,0.0
HeStutters,2,140,1,0.8,0.3999999999999999
HeStutters,2,141,0,0.0,0.0
HeStutters,2,142,0,0.0,0.0
HeStutters,2,143,0,0.3333333333333333,0.6666666666666666
HeStutters,2,144,0,0.0,0.0
HeStutters,2,145,1,1.0,0.0
HeStutters,2,146,0,0.0,0.0
HeStutters,2,147,0,0.3333333333333333,0.6666666666666666
HeStutters,2,148,1,0.6666666666666666,0.6666666666666667
HeStutters,2,149,0,0.3333333333333333,0.6666666666666666
HeStutters,2,150,1,1.0,0.0
HeStutters,2,151,0,0.3333333333333333,0.6666666666666666
HeStutters,2,152,0,0.0,0.0
HeStutters,2,153,1,1.0,0.0
HeStutters,2,154,0,0.25,0.5
HeStutters,2,155,1,0.5,1.0
HeStutters,2,156,0,0.0,0.0
HeStutters,2,157,0,0.3333333333333333,0.6666666666666666
HeStutters,2,158,0,0.3333333333333333,0.6666666666666666
HeStutters,2,159,0,0.3333333333333333,0.6666666666666666
HeStutters,2,160,1,0.6666666666666666,0.6666666666666667
HeStutters,2,161,0,0.3333333333333333,0.6666666666666666
HeStutters,2,162,0,0.0,0.0
HeStutters,2,163,1,0.6666666666666666,0.6666666666666667
HeStutters,2,164,1,0.75,0.5
HeStutters,2,165,1,1.0,0.0
HeStutters,2,166,1,0.75,0.5
HeStutters,2,167,0,0.0,0.0
HeStutters,2,168,1,0.6666666666666666,0.6666666666666667
HeStutters,2,169,0,0.0,0.0
HeStutters,2,170,0,0.0,0.0
HeStutters,2,171,1,1.0,0.0
HeStutters,2,173,1,0.5,1.0
HeStutters,2,174,1,1.0,0.0
HeStutters,2,175,1,0.6666666666666666,0.6666666666666667
HeStutters,2,177,0,0.0,0.0
HeStutters,2,178,1,0.75,0.5
HeStutters,2,179,1,1.0,0.0
HeStutters,2,180,0,0.0,0.0
HeStutters,2,181,0,0.0,0.0
HeStutters,2,182,0,0.0,0.0
HeStutters,2,183,0,0.3333333333333333,0.6666666666666666
HeStutters,2,184,1,1.0,0.0
HeStutters,2,185,1,0.8,0.3999999999999999
HeStutters,2,186,1,1.0,0.0
HeStutters,2,187,1,1.0,0.0
HeStutters,2,188,1,1.0,0.0
HeStutters,2,189,1,1.0,0.0
HeStutters,2,190,0,0.3333333333333333,0.6666666666666666
HeStutters,2,191,0,0.3333333333333333,0.6666666666666666
HeStutters,2,192,1,0.75,0.5
HeStutters,2,193,1,1.0,0.0
HeStutters,2,194,0,0.3333333333333333,0.6666666666666666
HeStutters,2,195,1,1.0,0.0
HeStutters,2,196,0,0.0,0.0
HeStutters,2,197,1,1.0,0.0
HeStutters,2,198,0,0.0,0.0
HeStutters,2,199,0,0.3333333333333333,0.6666666666666666
HeStutters,2,200,0,0.0,0.0
HeStutters,2,201,0,0.3333333333333333,0.6666666666666666
HeStutters,2,202,0,0.0,0.0
HeStutters,2,203,1,0.75,0.5
HeStutters,2,204,0,0.3333333333333333,0.6666666666666666
HeStutters,2,205,1,1.0,0.0
HeStutters,2,206,1,0.5,1.0
HeStutters,2,207,0,0.3333333333333333,0.6666666666666666
HeStutters,2,208,1,0.6666666666666666,0.6666666666666667
HeStutters,2,209,0,0.0,0.0
HeStutters,2,210,0,0.0,0.0
HeStutters,2,211,0,0.3333333333333333,0.6666666666666666
HeStutters,2,212,1,1.0,0.0
HeStutters,2,213,0,0.0,0.0
HeStutters,2,214,1,0.6666666666666666,0.6666666666666667
HeStutters,2,215,0,0.0,0.0
HeStutters,3,0,0,0.3333333333333333,0.6666666666666666
HeStutters,3,2,0,0.0,0.0
HeStutters,3,3,1,1.0,0.0
HeStutters,3,4,0,0.0,0.0
HeStutters,3,5,1,1.0,0.0
HeStutters,3,7,0,0.0,0.0
HeStutters,3,9,1,1.0,0.0
HeStutters,3,10,1,1.0,0.0
HeStutters,3,11,0,0.3333333333333333,0.6666666666666666
HeStutters,3,12,0,0.0,0.0
HeStutters,3,13,0,0.0,0.0
HeStutters,3,14,0,0.0,0.0
HeStutters,3,15,1,0.6666666666666666,0.6666666666666667
HeStutters,3,16,0,0.0,0.0
HeStutters,3,17,0,0.3333333333333333,0.6666666666666666
HeStutters,3,18,0,0.3333333333333333,0.6666666666666666
HeStutters,3,20,0,0.25,0.5
HeStutters,3,21,0,0.3333333333333333,0.6666666666666666
HeStutters,3,22,0,0.3333333333333333,0.6666666666666666
HeStutters,3,23,1,0.75,0.5
HeStutters,3,24,0,0.3333333333333333,0.6666666666666666
HeStutters,3,25,0,0.0,0.0
HeStutters,3,27,0,0.25,0.5
HeStutters,3,28,0,0.0,0.0
HeStutters,3,29,0,0.0,0.0
HeStutters,3,30,0,0.3333333333333333,0.6666666666666666
HeStutters,3,31,0,0.3333333333333333,0.6666666666666666
HeStutters,3,32,1,1.0,0.0
HeStutters,3,33,0,0.3333333333333333,0.6666666666666666
HeStutters,3,34,0,0.0,0.0
HeStutters,3,35,0,0.0,0.0
HeStutters,3,36,0,0.0,0.0
HeStutters,3,37,1,0.6666666666666666,0.6666666666666667
HeStutters,3,38,1,0.5,1.0
HeStutters,3,39,0,0.0,0.0
HeStutters,4,0,1,1.0,0.0
HeStutters,4,1,1,1.0,0.0
HeStutters,4,2,0,0.3333333333333333,0.6666666666666666
HeStutters,4,3,1,0.5,1.0
HeStutters,4,4,1,1.0,0.0
HeStutters,4,5,0,0.0,0.0
HeStutters,4,6,0,0.3333333333333333,0.6666666666666666
HeStutters,4,7,0,0.0,0.0
HeStutters,4,8,1,0.75,0.5
HeStutters,4,9,0,0.0,0.0
HeStutters,4,10,0,0.0,0.0
HeStutters,4,11,0,0.0,0.0
HeStutters,4,12,0,0.3333333333333333,0.6666666666666666
HeStutters,4,13,0,0.0,0.0
HeStutters,4,14,1,1.0,0.0
HeStutters,4,15,0,0.0,0.0
HeStutters,4,16,1,0.5,1.0
HeStutters,4,17,0,0.3333333333333333,0.6666666666666666
HeStutters,4,18,1,1.0,0.0
HeStutters,4,19,1,1.0,0.0
HeStutters,4,20,0,0.3333333333333333,0.6666666666666666
HeStutters,4,21,0,0.0,0.0
HeStutters,4,23,0,0.3333333333333333,0.6666666666666666
HeStutters,4,24,1,0.5,1.0
HeStutters,4,25,0,0.3333333333333333,0.6666666666666666
HeStutters,4,26,0,0.0,0.0
